journal_name,category,rank,source,issn_type,issn
mediterranean journal of clinical psychology,"PSYCHOLOGY, CLINICAL",58,psych2,issn,2282-1619
mediterranean journal of clinical psychology,"PSYCHOLOGY, CLINICAL",58,psych2,e_issn,2282-1619
psychology in the schools,"PSYCHOLOGY, EDUCATIONAL",59,psych2,issn,0033-3085
psychology in the schools,"PSYCHOLOGY, EDUCATIONAL",59,psych2,e_issn,1520-6807
journal of college student development,"PSYCHOLOGY, APPLIED",60,psych2,issn,0897-5264
journal of college student development,"PSYCHOLOGY, APPLIED",60,psych2,e_issn,1543-3382
journal of marital and family therapy,"PSYCHOLOGY, CLINICAL",61,psych2,issn,0194-472X
journal of marital and family therapy,"PSYCHOLOGY, CLINICAL",61,psych2,e_issn,1752-0606
personal relationships,"PSYCHOLOGY, SOCIAL",62,psych2,issn,1350-4126
personal relationships,"PSYCHOLOGY, SOCIAL",62,psych2,e_issn,1475-6811
journal of clinical and experimental neuropsychology,PSYCHOLOGY,63,psych2,issn,1380-3395
journal of clinical and experimental neuropsychology,PSYCHOLOGY,63,psych2,e_issn,1744-411X
cognitive development,"PSYCHOLOGY, DEVELOPMENTAL",65,psych2,issn,0885-2014
cognitive development,"PSYCHOLOGY, DEVELOPMENTAL",65,psych2,e_issn,1879-226X
journal of social psychology,"PSYCHOLOGY, SOCIAL",67,psych2,issn,0022-4545
journal of social psychology,"PSYCHOLOGY, SOCIAL",67,psych2,e_issn,1940-1183
analyses of social issues and public policy,"PSYCHOLOGY, SOCIAL",68,psych2,issn,1529-7489
analyses of social issues and public policy,"PSYCHOLOGY, SOCIAL",68,psych2,e_issn,1530-2415
journal of behavioral decision making,"PSYCHOLOGY, APPLIED",69,psych2,issn,0894-3257
journal of behavioral decision making,"PSYCHOLOGY, APPLIED",69,psych2,e_issn,1099-0771
journal of classification,"PSYCHOLOGY, MATHEMATICAL",70,psych2,issn,0176-4268
journal of classification,"PSYCHOLOGY, MATHEMATICAL",70,psych2,e_issn,1432-1343
journal of social and political psychology,"PSYCHOLOGY, SOCIAL",71,psych2,e_issn,2195-3325
multisensory research,PSYCHOLOGY,72,psych2,issn,2213-4794
multisensory research,PSYCHOLOGY,72,psych2,e_issn,2213-4808
substance use & misuse,PSYCHOLOGY,74,psych2,issn,1082-6084
substance use & misuse,PSYCHOLOGY,74,psych2,e_issn,1532-2491
clinical child psychology and psychiatry,PSYCHOLOGY,75,psych2,issn,1359-1045
clinical child psychology and psychiatry,PSYCHOLOGY,75,psych2,e_issn,1461-7021
ecological psychology,"PSYCHOLOGY, EXPERIMENTAL",78,psych2,issn,1040-7413
ecological psychology,"PSYCHOLOGY, EXPERIMENTAL",78,psych2,e_issn,1532-6969
zeitschrift fur padagogische psychologie,"PSYCHOLOGY, EDUCATIONAL",79,psych2,issn,1010-0652
zeitschrift fur padagogische psychologie,"PSYCHOLOGY, EDUCATIONAL",79,psych2,e_issn,1664-2910
human psychopharmacology-clinical and experimental,PSYCHOLOGY,80,psych2,issn,0885-6222
human psychopharmacology-clinical and experimental,PSYCHOLOGY,80,psych2,e_issn,1099-1077
social influence,"PSYCHOLOGY, SOCIAL",81,psych2,issn,1553-4510
social influence,"PSYCHOLOGY, SOCIAL",81,psych2,e_issn,1553-4529
journal of child language,"PSYCHOLOGY, DEVELOPMENTAL",83,psych2,issn,0305-0009
journal of child language,"PSYCHOLOGY, DEVELOPMENTAL",83,psych2,e_issn,1469-7602
motivation and emotion,"PSYCHOLOGY, EXPERIMENTAL",85,psych2,issn,0146-7239
motivation and emotion,"PSYCHOLOGY, EXPERIMENTAL",85,psych2,e_issn,1573-6644
applied developmental science,"PSYCHOLOGY, DEVELOPMENTAL",87,psych2,issn,1088-8691
applied developmental science,"PSYCHOLOGY, DEVELOPMENTAL",87,psych2,e_issn,1532-480X
international journal for educational and vocational guidance,"PSYCHOLOGY, APPLIED",88,psych2,issn,1873-0388
international journal for educational and vocational guidance,"PSYCHOLOGY, APPLIED",88,psych2,e_issn,1573-1782
deviant behavior,"PSYCHOLOGY, SOCIAL",89,psych2,issn,0163-9625
deviant behavior,"PSYCHOLOGY, SOCIAL",89,psych2,e_issn,1521-0456
school psychology international,"PSYCHOLOGY, EDUCATIONAL",90,psych2,issn,0143-0343
school psychology international,"PSYCHOLOGY, EDUCATIONAL",90,psych2,e_issn,1461-7374
visual cognition,"PSYCHOLOGY, EXPERIMENTAL",91,psych2,issn,1350-6285
visual cognition,"PSYCHOLOGY, EXPERIMENTAL",91,psych2,e_issn,1464-0716
neuropsychological rehabilitation,PSYCHOLOGY,92,psych2,issn,0960-2011
neuropsychological rehabilitation,PSYCHOLOGY,92,psych2,e_issn,1464-0694
attention perception & psychophysics,PSYCHOLOGY,94,psych2,issn,1943-3921
attention perception & psychophysics,PSYCHOLOGY,94,psych2,e_issn,1943-393X
journal of behavioral and cognitive therapy,"PSYCHOLOGY, CLINICAL",96,psych2,issn,2589-9791
journal of behavioral and cognitive therapy,"PSYCHOLOGY, CLINICAL",96,psych2,e_issn,2589-9791
journal of rational-emotive and cognitive-behavior therapy,"PSYCHOLOGY, CLINICAL",97,psych2,issn,0894-9085
journal of rational-emotive and cognitive-behavior therapy,"PSYCHOLOGY, CLINICAL",97,psych2,e_issn,1573-6563
child & youth care forum,"PSYCHOLOGY, DEVELOPMENTAL",98,psych2,issn,1053-1890
child & youth care forum,"PSYCHOLOGY, DEVELOPMENTAL",98,psych2,e_issn,1573-3319
journal of behavior therapy and experimental psychiatry,"PSYCHOLOGY, CLINICAL",99,psych2,issn,0005-7916
journal of behavior therapy and experimental psychiatry,"PSYCHOLOGY, CLINICAL",99,psych2,e_issn,1873-7943
health psychology open,"PSYCHOLOGY, CLINICAL",100,psych2,e_issn,2055-1029
self and identity,"PSYCHOLOGY, SOCIAL",101,psych2,issn,1529-8868
self and identity,"PSYCHOLOGY, SOCIAL",101,psych2,e_issn,1529-8876
learning and motivation,"PSYCHOLOGY, BIOLOGICAL",104,psych2,issn,0023-9690
learning and motivation,"PSYCHOLOGY, BIOLOGICAL",104,psych2,e_issn,1095-9122
cognitive processing,"PSYCHOLOGY, EXPERIMENTAL",106,psych2,issn,1612-4782
cognitive processing,"PSYCHOLOGY, EXPERIMENTAL",106,psych2,e_issn,1612-4790
social neuroscience,PSYCHOLOGY,107,psych2,issn,1747-0919
social neuroscience,PSYCHOLOGY,107,psych2,e_issn,1747-0927
psychology of music,"PSYCHOLOGY, APPLIED",108,psych2,issn,0305-7356
psychology of music,"PSYCHOLOGY, APPLIED",108,psych2,e_issn,1741-3087
journal of psycholinguistic research,"PSYCHOLOGY, EXPERIMENTAL",111,psych2,issn,0090-6905
journal of psycholinguistic research,"PSYCHOLOGY, EXPERIMENTAL",111,psych2,e_issn,1573-6555
language cognition and neuroscience,"PSYCHOLOGY, EXPERIMENTAL",112,psych2,issn,2327-3798
language cognition and neuroscience,"PSYCHOLOGY, EXPERIMENTAL",112,psych2,e_issn,2327-3801
counselling psychology quarterly,"PSYCHOLOGY, APPLIED",113,psych2,issn,0951-5070
counselling psychology quarterly,"PSYCHOLOGY, APPLIED",113,psych2,e_issn,1469-3674
research in psychotherapy-psychopathology process and outcome,"PSYCHOLOGY, CLINICAL",114,psych2,issn,2239-8031
research in psychotherapy-psychopathology process and outcome,"PSYCHOLOGY, CLINICAL",114,psych2,e_issn,2239-8031
social justice research,"PSYCHOLOGY, SOCIAL",115,psych2,issn,0885-7466
social justice research,"PSYCHOLOGY, SOCIAL",115,psych2,e_issn,1573-6725
journal of aggression maltreatment & trauma,"PSYCHOLOGY, CLINICAL",116,psych2,issn,1092-6771
journal of aggression maltreatment & trauma,"PSYCHOLOGY, CLINICAL",116,psych2,e_issn,1545-083X
journal of child and family studies,"PSYCHOLOGY, DEVELOPMENTAL",117,psych2,issn,1062-1024
journal of child and family studies,"PSYCHOLOGY, DEVELOPMENTAL",117,psych2,e_issn,1573-2843
human movement science,PSYCHOLOGY,118,psych2,issn,0167-9457
human movement science,PSYCHOLOGY,118,psych2,e_issn,1872-7646
journal of cognition and development,"PSYCHOLOGY, DEVELOPMENTAL",120,psych2,issn,1524-8372
journal of cognition and development,"PSYCHOLOGY, DEVELOPMENTAL",120,psych2,e_issn,1532-7647
journal of employment counseling,"PSYCHOLOGY, APPLIED",122,psych2,issn,0022-0787
journal of employment counseling,"PSYCHOLOGY, APPLIED",122,psych2,e_issn,2161-1920
social development,"PSYCHOLOGY, DEVELOPMENTAL",123,psych2,issn,0961-205X
social development,"PSYCHOLOGY, DEVELOPMENTAL",123,psych2,e_issn,1467-9507
sport psychologist,PSYCHOLOGY,124,psych2,issn,0888-4781
sport psychologist,PSYCHOLOGY,124,psych2,e_issn,1543-2793
aging neuropsychology and cognition,"PSYCHOLOGY, DEVELOPMENTAL",126,psych2,issn,1382-5585
aging neuropsychology and cognition,"PSYCHOLOGY, DEVELOPMENTAL",126,psych2,e_issn,1744-4128
journal of clinical psychology in medical settings,"PSYCHOLOGY, CLINICAL",128,psych2,issn,1068-9583
journal of clinical psychology in medical settings,"PSYCHOLOGY, CLINICAL",128,psych2,e_issn,1573-3572
occupational health science,"PSYCHOLOGY, APPLIED",129,psych2,issn,2367-0134
occupational health science,"PSYCHOLOGY, APPLIED",129,psych2,e_issn,2367-0142
spatial cognition and computation,"PSYCHOLOGY, EXPERIMENTAL",130,psych2,issn,1387-5868
spatial cognition and computation,"PSYCHOLOGY, EXPERIMENTAL",130,psych2,e_issn,1542-7633
perception,PSYCHOLOGY,131,psych2,issn,0301-0066
perception,PSYCHOLOGY,131,psych2,e_issn,1468-4233
developmental neuropsychology,PSYCHOLOGY,133,psych2,issn,8756-5641
developmental neuropsychology,PSYCHOLOGY,133,psych2,e_issn,1532-6942
clinical eeg and neuroscience,PSYCHOLOGY,136,psych2,issn,1550-0594
clinical eeg and neuroscience,PSYCHOLOGY,136,psych2,e_issn,2169-5202
journal for specialists in group work,"PSYCHOLOGY, CLINICAL",137,psych2,issn,0193-3922
journal for specialists in group work,"PSYCHOLOGY, CLINICAL",137,psych2,e_issn,1549-6295
empirical studies of the arts,"PSYCHOLOGY, MULTIDISCIPLINARY",138,psych2,issn,0276-2374
empirical studies of the arts,"PSYCHOLOGY, MULTIDISCIPLINARY",138,psych2,e_issn,1541-4493
journal of contemporary psychotherapy,"PSYCHOLOGY, CLINICAL",139,psych2,issn,0022-0116
journal of contemporary psychotherapy,"PSYCHOLOGY, CLINICAL",139,psych2,e_issn,1573-3564
journal of early intervention,"PSYCHOLOGY, EDUCATIONAL",140,psych2,issn,1053-8151
journal of early intervention,"PSYCHOLOGY, EDUCATIONAL",140,psych2,e_issn,2154-3992
language learning and development,"PSYCHOLOGY, DEVELOPMENTAL",141,psych2,issn,1547-5441
language learning and development,"PSYCHOLOGY, DEVELOPMENTAL",141,psych2,e_issn,1547-3341
journal of developmental and physical disabilities,"PSYCHOLOGY, DEVELOPMENTAL",143,psych2,issn,1056-263X
journal of developmental and physical disabilities,"PSYCHOLOGY, DEVELOPMENTAL",143,psych2,e_issn,1573-3580
british journal of mathematical & statistical psychology,"PSYCHOLOGY, EXPERIMENTAL",144,psych2,issn,0007-1102
british journal of mathematical & statistical psychology,"PSYCHOLOGY, EXPERIMENTAL",144,psych2,e_issn,2044-8317
arts in psychotherapy,"PSYCHOLOGY, CLINICAL",146,psych2,issn,0197-4556
arts in psychotherapy,"PSYCHOLOGY, CLINICAL",146,psych2,e_issn,1873-5878
zeitschrift fur entwicklungspsychologie und padagogische psychologie,"PSYCHOLOGY, EDUCATIONAL",147,psych2,issn,0049-8637
zeitschrift fur entwicklungspsychologie und padagogische psychologie,"PSYCHOLOGY, EDUCATIONAL",147,psych2,e_issn,2190-6262
international journal of cognitive therapy,"PSYCHOLOGY, CLINICAL",148,psych2,issn,1937-1209
international journal of cognitive therapy,"PSYCHOLOGY, CLINICAL",148,psych2,e_issn,1937-1217
vision research,PSYCHOLOGY,149,psych2,issn,0042-6989
vision research,PSYCHOLOGY,149,psych2,e_issn,1878-5646
journal of psychoeducational assessment,"PSYCHOLOGY, EDUCATIONAL",150,psych2,issn,0734-2829
journal of psychoeducational assessment,"PSYCHOLOGY, EDUCATIONAL",150,psych2,e_issn,1557-5144
quarterly journal of experimental psychology,PSYCHOLOGY,151,psych2,issn,1747-0218
quarterly journal of experimental psychology,PSYCHOLOGY,151,psych2,e_issn,1747-0226
omega-journal of death and dying,"PSYCHOLOGY, MULTIDISCIPLINARY",153,psych2,issn,0030-2228
omega-journal of death and dying,"PSYCHOLOGY, MULTIDISCIPLINARY",153,psych2,e_issn,1541-3764
professional psychology-research and practice,"PSYCHOLOGY, MULTIDISCIPLINARY",154,psych2,issn,0735-7028
professional psychology-research and practice,"PSYCHOLOGY, MULTIDISCIPLINARY",154,psych2,e_issn,1939-1323
journal of dual diagnosis,"PSYCHOLOGY, CLINICAL",155,psych2,issn,1550-4263
journal of dual diagnosis,"PSYCHOLOGY, CLINICAL",155,psych2,e_issn,1550-4271
international journal of sports science & coaching,"PSYCHOLOGY, APPLIED",156,psych2,issn,1747-9541
international journal of sports science & coaching,"PSYCHOLOGY, APPLIED",156,psych2,e_issn,2048-397X
psicologia-reflexao e critica,"PSYCHOLOGY, MULTIDISCIPLINARY",157,psych2,issn,0102-7972
psicologia-reflexao e critica,"PSYCHOLOGY, MULTIDISCIPLINARY",157,psych2,e_issn,1678-7153
sa journal of industrial psychology,"PSYCHOLOGY, APPLIED",158,psych2,issn,0258-5200
sa journal of industrial psychology,"PSYCHOLOGY, APPLIED",158,psych2,e_issn,2071-0763
journal of psychosocial oncology,"PSYCHOLOGY, SOCIAL",159,psych2,issn,0734-7332
journal of psychosocial oncology,"PSYCHOLOGY, SOCIAL",159,psych2,e_issn,1540-7586
behaviour change,"PSYCHOLOGY, CLINICAL",160,psych2,issn,0813-4839
behaviour change,"PSYCHOLOGY, CLINICAL",160,psych2,e_issn,2049-7768
sexual and relationship therapy,"PSYCHOLOGY, CLINICAL",161,psych2,issn,1468-1994
sexual and relationship therapy,"PSYCHOLOGY, CLINICAL",161,psych2,e_issn,1468-1749
emotional and behavioural difficulties,"PSYCHOLOGY, EDUCATIONAL",162,psych2,issn,1363-2752
emotional and behavioural difficulties,"PSYCHOLOGY, EDUCATIONAL",162,psych2,e_issn,1741-2692
language assessment quarterly,"PSYCHOLOGY, EDUCATIONAL",163,psych2,issn,1543-4303
language assessment quarterly,"PSYCHOLOGY, EDUCATIONAL",163,psych2,e_issn,1543-4311
journal of literacy research,"PSYCHOLOGY, EDUCATIONAL",164,psych2,issn,1086-296X
journal of literacy research,"PSYCHOLOGY, EDUCATIONAL",164,psych2,e_issn,1554-8430
journal of positive behavior interventions,"PSYCHOLOGY, CLINICAL",165,psych2,issn,1098-3007
journal of positive behavior interventions,"PSYCHOLOGY, CLINICAL",165,psych2,e_issn,1538-4772
psychiatry psychology and law,"PSYCHOLOGY, MULTIDISCIPLINARY",166,psych2,issn,1321-8719
psychiatry psychology and law,"PSYCHOLOGY, MULTIDISCIPLINARY",166,psych2,e_issn,1934-1687
research in human development,"PSYCHOLOGY, DEVELOPMENTAL",167,psych2,issn,1542-7609
research in human development,"PSYCHOLOGY, DEVELOPMENTAL",167,psych2,e_issn,1542-7617
philosophical psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",168,psych2,issn,0951-5089
philosophical psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",168,psych2,e_issn,1465-394X
psychology of consciousness-theory research and practice,"PSYCHOLOGY, EXPERIMENTAL",169,psych2,issn,2326-5523
psychology of consciousness-theory research and practice,"PSYCHOLOGY, EXPERIMENTAL",169,psych2,e_issn,2326-5531
anales de psicologia,PSYCHOLOGY,170,psych2,issn,0212-9728
anales de psicologia,PSYCHOLOGY,170,psych2,e_issn,1695-2294
journal of clinical sport psychology,"PSYCHOLOGY, APPLIED",172,psych2,issn,1932-9261
journal of clinical sport psychology,"PSYCHOLOGY, APPLIED",172,psych2,e_issn,1932-927X
journal of the experimental analysis of behavior,"PSYCHOLOGY, BIOLOGICAL",173,psych2,issn,0022-5002
journal of the experimental analysis of behavior,"PSYCHOLOGY, BIOLOGICAL",173,psych2,e_issn,1938-3711
spirituality in clinical practice,"PSYCHOLOGY, CLINICAL",175,psych2,issn,2326-4500
spirituality in clinical practice,"PSYCHOLOGY, CLINICAL",175,psych2,e_issn,2326-4519
counselor education and supervision,"PSYCHOLOGY, APPLIED",176,psych2,issn,0011-0035
counselor education and supervision,"PSYCHOLOGY, APPLIED",176,psych2,e_issn,1556-6978
journal of child sexual abuse,"PSYCHOLOGY, CLINICAL",177,psych2,issn,1053-8712
journal of child sexual abuse,"PSYCHOLOGY, CLINICAL",177,psych2,e_issn,1547-0679
research quarterly for exercise and sport,PSYCHOLOGY,178,psych2,issn,0270-1367
research quarterly for exercise and sport,PSYCHOLOGY,178,psych2,e_issn,2168-3824
evolutionary psychological science,"PSYCHOLOGY, MULTIDISCIPLINARY",180,psych2,e_issn,2198-9885
measurement and evaluation in counseling and development,"PSYCHOLOGY, APPLIED",181,psych2,issn,0748-1756
measurement and evaluation in counseling and development,"PSYCHOLOGY, APPLIED",181,psych2,e_issn,1947-6302
journal for the theory of social behaviour,"PSYCHOLOGY, SOCIAL",183,psych2,issn,0021-8308
journal for the theory of social behaviour,"PSYCHOLOGY, SOCIAL",183,psych2,e_issn,1468-5914
journal of educational measurement,"PSYCHOLOGY, APPLIED",184,psych2,issn,0022-0655
journal of educational measurement,"PSYCHOLOGY, APPLIED",184,psych2,e_issn,1745-3984
psychologische rundschau,"PSYCHOLOGY, MULTIDISCIPLINARY",187,psych2,issn,0033-3042
psychologische rundschau,"PSYCHOLOGY, MULTIDISCIPLINARY",187,psych2,e_issn,2190-6238
applied neuropsychology-adult,PSYCHOLOGY,188,psych2,issn,2327-9095
applied neuropsychology-adult,PSYCHOLOGY,188,psych2,e_issn,2327-9109
australian journal of career development,"PSYCHOLOGY, APPLIED",189,psych2,issn,1038-4162
australian journal of career development,"PSYCHOLOGY, APPLIED",189,psych2,e_issn,2200-6974
experimental aging research,PSYCHOLOGY,190,psych2,issn,0361-073X
experimental aging research,PSYCHOLOGY,190,psych2,e_issn,1096-4657
international journal of mental health,"PSYCHOLOGY, CLINICAL",191,psych2,issn,0020-7411
international journal of mental health,"PSYCHOLOGY, CLINICAL",191,psych2,e_issn,1557-9328
perceptual and motor skills,"PSYCHOLOGY, EXPERIMENTAL",192,psych2,issn,0031-5125
perceptual and motor skills,"PSYCHOLOGY, EXPERIMENTAL",192,psych2,e_issn,1558-688X
psychological studies,"PSYCHOLOGY, MULTIDISCIPLINARY",193,psych2,issn,0033-2968
psychological studies,"PSYCHOLOGY, MULTIDISCIPLINARY",193,psych2,e_issn,0974-9861
applied neuropsychology-child,PSYCHOLOGY,194,psych2,issn,2162-2965
applied neuropsychology-child,PSYCHOLOGY,194,psych2,e_issn,2162-2973
timing & time perception,"PSYCHOLOGY, EXPERIMENTAL",195,psych2,issn,2213-445X
timing & time perception,"PSYCHOLOGY, EXPERIMENTAL",195,psych2,e_issn,2213-4468
music perception,"PSYCHOLOGY, EXPERIMENTAL",196,psych2,issn,0730-7829
advances in neurodevelopmental disorders,"PSYCHOLOGY, DEVELOPMENTAL",197,psych2,issn,2366-7532
advances in neurodevelopmental disorders,"PSYCHOLOGY, DEVELOPMENTAL",197,psych2,e_issn,2366-7540
canadian journal of behavioural science-revue canadienne des sciences du comportement,"PSYCHOLOGY, MULTIDISCIPLINARY",198,psych2,issn,0008-400X
canadian journal of behavioural science-revue canadienne des sciences du comportement,"PSYCHOLOGY, MULTIDISCIPLINARY",198,psych2,e_issn,1879-2669
european journal of health psychology,"PSYCHOLOGY, CLINICAL",199,psych2,issn,2512-8442
european journal of health psychology,"PSYCHOLOGY, CLINICAL",199,psych2,e_issn,2512-8450
international journal of offender therapy and comparative criminology,"PSYCHOLOGY, APPLIED",200,psych2,issn,0306-624X
international journal of offender therapy and comparative criminology,"PSYCHOLOGY, APPLIED",200,psych2,e_issn,1552-6933
behavioural processes,"PSYCHOLOGY, BIOLOGICAL",201,psych2,issn,0376-6357
behavioural processes,"PSYCHOLOGY, BIOLOGICAL",201,psych2,e_issn,1872-8308
journal of humanistic psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",202,psych2,issn,0022-1678
journal of humanistic psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",202,psych2,e_issn,1552-650X
journal of sport psychology in action,"PSYCHOLOGY, APPLIED",203,psych2,issn,2152-0704
journal of sport psychology in action,"PSYCHOLOGY, APPLIED",203,psych2,e_issn,2152-0712
journal of psychopathology and behavioral assessment,"PSYCHOLOGY, CLINICAL",204,psych2,issn,0882-2689
journal of psychopathology and behavioral assessment,"PSYCHOLOGY, CLINICAL",204,psych2,e_issn,1573-3505
psych journal,"PSYCHOLOGY, MULTIDISCIPLINARY",205,psych2,issn,2046-0252
psych journal,"PSYCHOLOGY, MULTIDISCIPLINARY",205,psych2,e_issn,2046-0260
acta psychologica sinica,"PSYCHOLOGY, MULTIDISCIPLINARY",206,psych2,issn,0439-755X
journal of cultural cognitive science,"PSYCHOLOGY, EXPERIMENTAL",208,psych2,issn,2520-100X
journal of cultural cognitive science,"PSYCHOLOGY, EXPERIMENTAL",208,psych2,e_issn,2520-1018
art therapy,"PSYCHOLOGY, CLINICAL",209,psych2,issn,0742-1656
art therapy,"PSYCHOLOGY, CLINICAL",209,psych2,e_issn,2159-9394
first language,"PSYCHOLOGY, DEVELOPMENTAL",210,psych2,issn,0142-7237
first language,"PSYCHOLOGY, DEVELOPMENTAL",210,psych2,e_issn,1740-2344
focus on autism and other developmental disabilities,"PSYCHOLOGY, DEVELOPMENTAL",211,psych2,issn,1088-3576
focus on autism and other developmental disabilities,"PSYCHOLOGY, DEVELOPMENTAL",211,psych2,e_issn,1538-4829
humor-international journal of humor research,"PSYCHOLOGY, MULTIDISCIPLINARY",212,psych2,issn,0933-1719
humor-international journal of humor research,"PSYCHOLOGY, MULTIDISCIPLINARY",212,psych2,e_issn,1613-3722
counselling & psychotherapy research,"PSYCHOLOGY, CLINICAL",213,psych2,issn,1473-3145
counselling & psychotherapy research,"PSYCHOLOGY, CLINICAL",213,psych2,e_issn,1746-1405
journal of neurolinguistics,"PSYCHOLOGY, EXPERIMENTAL",214,psych2,issn,0911-6044
journal of neurolinguistics,"PSYCHOLOGY, EXPERIMENTAL",214,psych2,e_issn,1873-8052
sexes,"PSYCHOLOGY, MULTIDISCIPLINARY",215,psych2,e_issn,2411-5118
journal of experimental psychology-animal learning and cognition,PSYCHOLOGY,216,psych2,issn,2329-8456
journal of experimental psychology-animal learning and cognition,PSYCHOLOGY,216,psych2,e_issn,2329-8464
journal of nonverbal behavior,"PSYCHOLOGY, SOCIAL",219,psych2,issn,0191-5886
journal of nonverbal behavior,"PSYCHOLOGY, SOCIAL",219,psych2,e_issn,1573-3653
social psychology,"PSYCHOLOGY, SOCIAL",220,psych2,issn,1864-9335
social psychology,"PSYCHOLOGY, SOCIAL",220,psych2,e_issn,2151-2590
adaptive behavior,"PSYCHOLOGY, EXPERIMENTAL",221,psych2,issn,1059-7123
adaptive behavior,"PSYCHOLOGY, EXPERIMENTAL",221,psych2,e_issn,1741-2633
international journal of aging & human development,"PSYCHOLOGY, DEVELOPMENTAL",222,psych2,issn,0091-4150
international journal of aging & human development,"PSYCHOLOGY, DEVELOPMENTAL",222,psych2,e_issn,1541-3535
social cognition,"PSYCHOLOGY, SOCIAL",223,psych2,issn,0278-016X
aids care-psychological and socio-medical aspects of aids/hiv,"PSYCHOLOGY, MULTIDISCIPLINARY",224,psych2,issn,0954-0121
aids care-psychological and socio-medical aspects of aids/hiv,"PSYCHOLOGY, MULTIDISCIPLINARY",224,psych2,e_issn,1360-0451
clinical psychologist,PSYCHOLOGY,225,psych2,issn,1328-4207
clinical psychologist,PSYCHOLOGY,225,psych2,e_issn,1742-9552
international journal of psychological research,"PSYCHOLOGY, MULTIDISCIPLINARY",227,psych2,issn,2011-7922
international journal of psychological research,"PSYCHOLOGY, MULTIDISCIPLINARY",227,psych2,e_issn,2011-2084
journal of individual differences,"PSYCHOLOGY, SOCIAL",228,psych2,issn,1614-0001
journal of individual differences,"PSYCHOLOGY, SOCIAL",228,psych2,e_issn,2151-2299
american journal of clinical hypnosis,"PSYCHOLOGY, CLINICAL",229,psych2,issn,0002-9157
american journal of clinical hypnosis,"PSYCHOLOGY, CLINICAL",229,psych2,e_issn,2160-0562
clinical practice in pediatric psychology,"PSYCHOLOGY, CLINICAL",230,psych2,issn,2169-4826
clinical practice in pediatric psychology,"PSYCHOLOGY, CLINICAL",230,psych2,e_issn,2169-4834
adaptive human behavior and physiology,"PSYCHOLOGY, BIOLOGICAL",232,psych2,issn,2198-7335
adaptive human behavior and physiology,"PSYCHOLOGY, BIOLOGICAL",232,psych2,e_issn,2198-7335
european journal of education and psychology,"PSYCHOLOGY, EDUCATIONAL",233,psych2,issn,1888-8992
european journal of education and psychology,"PSYCHOLOGY, EDUCATIONAL",233,psych2,e_issn,1989-2209
hispanic journal of behavioral sciences,"PSYCHOLOGY, MULTIDISCIPLINARY",234,psych2,issn,0739-9863
hispanic journal of behavioral sciences,"PSYCHOLOGY, MULTIDISCIPLINARY",234,psych2,e_issn,1552-6364
journal of cognitive psychology,"PSYCHOLOGY, EXPERIMENTAL",235,psych2,issn,2044-5911
journal of cognitive psychology,"PSYCHOLOGY, EXPERIMENTAL",235,psych2,e_issn,2044-592X
reading psychology,"PSYCHOLOGY, EDUCATIONAL",236,psych2,issn,0270-2711
reading psychology,"PSYCHOLOGY, EDUCATIONAL",236,psych2,e_issn,1521-0685
psychosis-psychological social and integrative approaches,"PSYCHOLOGY, CLINICAL",237,psych2,issn,1752-2439
psychosis-psychological social and integrative approaches,"PSYCHOLOGY, CLINICAL",237,psych2,e_issn,1752-2447
psychology society & education,"PSYCHOLOGY, MULTIDISCIPLINARY",238,psych2,issn,2171-2085
psychology society & education,"PSYCHOLOGY, MULTIDISCIPLINARY",238,psych2,e_issn,1989-709X
merrill-palmer quarterly-journal of developmental psychology,"PSYCHOLOGY, DEVELOPMENTAL",239,psych2,issn,0272-930X
merrill-palmer quarterly-journal of developmental psychology,"PSYCHOLOGY, DEVELOPMENTAL",239,psych2,e_issn,1535-0266
language and cognition,"PSYCHOLOGY, EXPERIMENTAL",240,psych2,issn,1866-9808
language and cognition,"PSYCHOLOGY, EXPERIMENTAL",240,psych2,e_issn,1866-9859
psychology crime & law,"PSYCHOLOGY, MULTIDISCIPLINARY",241,psych2,issn,1068-316X
psychology crime & law,"PSYCHOLOGY, MULTIDISCIPLINARY",241,psych2,e_issn,1477-2744
women & therapy,"PSYCHOLOGY, MULTIDISCIPLINARY",242,psych2,issn,0270-3149
women & therapy,"PSYCHOLOGY, MULTIDISCIPLINARY",242,psych2,e_issn,1541-0315
infants & young children,"PSYCHOLOGY, DEVELOPMENTAL",243,psych2,issn,0896-3746
infants & young children,"PSYCHOLOGY, DEVELOPMENTAL",243,psych2,e_issn,1550-5081
history of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",244,psych2,issn,1093-4510
history of psychology,"PSYCHOLOGY, MULTIDISCIPLINARY",244,psych2,e_issn,1939-0610
journal of comparative psychology,PSYCHOLOGY,245,psych2,issn,0735-7036
journal of comparative psychology,PSYCHOLOGY,245,psych2,e_issn,1939-2087
language and speech,"PSYCHOLOGY, EXPERIMENTAL",247,psych2,issn,0023-8309
language and speech,"PSYCHOLOGY, EXPERIMENTAL",247,psych2,e_issn,1756-6053
human arenas,"PSYCHOLOGY, MULTIDISCIPLINARY",248,psych2,issn,2522-5790
